ID;Active (0/1);Name *;Categories (x,y,z...);Price tax excluded or Price tax included;Tax rules ID;Wholesale price;On sale (0/1);Reference #;Manufacturer;Quantity;Minimal quantity;Visibility;Short description;Description;Tags (x,y,z...);Text when in stock;Text when backorder allowed;Available for order (0 = No, 1 = Yes);Show price (0 = No, 1 = Yes);Condition
181;1;MANOS LIBRES CAT REF: 01;MALETIN;55000;1;55000;1;7,88E+12;CAT;1;1;;Texto de muestra para describir el producto;;CAT;Disponible;;;;new
182;1;BUSO EA J-01NG NEGRO TALLA M;BUSO;61990;1;61990;1;7,91E+12;EMPORIO ARMANI;1;1;;Texto de muestra para describir el producto;;EMPORIO ARMANI;Disponible;;;;new
183;1;BUSO LAMBORGHINI L601 NEGRO TALLA M;BUSO;89990;1;89990;1;7,91E+12;LAMBORGHINI;1;1;;Texto de muestra para describir el producto;;LAMBORGHINI;Disponible;;;;new
184;1;BUSO LAMBORGHINI L601 NEGRO TALLA XL;BUSO;89990;1;89990;1;7,91E+12;LAMBORGHINI;1;1;;Texto de muestra para describir el producto;;LAMBORGHINI;Disponible;;;;new
185;1;BUSO A F REF 6147 AMARILLO TALLA L;BUSO;84990;1;84990;1;7,91E+12;ABERCROMBIE;1;1;;Texto de muestra para describir el producto;;ABERCROMBIE;Disponible;;;;new
186;1;BUSO PL FR002 AZUL OSC TALLA XXL;BUSO;89990;1;89990;1;7,91E+12;POLO RALPH LAUREN;1;1;;Texto de muestra para describir el producto;;POLO RALPH LAUREN;Disponible;;;;new
187;1;BUSO KLEY REF: JDP-1551 GRIS TALLA L;BUSO;68000;1;68000;1;7,91E+12;OAKLEY;1;1;;Texto de muestra para describir el producto;;OAKLEY;Disponible;;;;new
188;1;BUSO G-STAR 028 BLANCO TALLA  XXL;BUSO;89990;1;89990;1;7,91E+12;G-STAR;1;1;;Texto de muestra para describir el producto;;G-STAR;Disponible;;;;new
189;1;BUSO FX CH001 VERDE XL;BUSO;79990;1;79990;1;7,91E+12;FOX;1;1;;Texto de muestra para describir el producto;;FOX;Disponible;;;;new
190;1;BUSO REAL 1010 S;BUSO;144990;1;144990;1;7,91E+12;REAL;1;1;;Texto de muestra para describir el producto;;REAL;Disponible;;;;new
191;1;CARRIEL SWISS-A REF:221;MALETIN;51990;1;51990;1;7,93E+12;SWISSARMY;1;1;;Texto de muestra para describir el producto;;SWISSARMY;Disponible;;;;new
192;1;BOLSO SWISS-A REF: 204;BOLSOS;79990;1;79990;1;7,93E+12;SWISSARMY;1;1;;Texto de muestra para describir el producto;;SWISSARMY;Disponible;;;;new
193;1;BOLSO MB REF: 096 CAFEE;BOLSOS;39990;1;39990;1;7,93E+12;MONT BLANC;1;1;;Texto de muestra para describir el producto;;MONT BLANC;Disponible;;;;new
194;1;BOLSO FX ESTAM. REF: 642;BOLSOS;44990;1;44990;1;7,93E+12;FOX;1;1;;Texto de muestra para describir el producto;;FOX;Disponible;;;;new
195;1;BOLSO DEPORTIVO NK REF 8690 VERDE;BOLSOS;26990;1;26990;1;7,93E+12;NIKE;1;1;;Texto de muestra para describir el producto;;NIKE;Disponible;;;;new
196;1;BOLSO DEPORTIVO AD REF 8335 AZUL OSC;BOLSOS;26990;1;26990;1;7,93E+12;ADIDAS;1;1;;Texto de muestra para describir el producto;;ADIDAS;Disponible;;;;new
197;1;BOLSO CH LCH-01;BOLSOS;49990;1;49990;1;7,93E+12;CAROLINA HERRERA;1;1;;Texto de muestra para describir el producto;;CAROLINA HERRERA;Disponible;;;;new
198;1;BOLSO CH LG-104;BOLSOS;69990;1;69990;1;7,93E+12;CAROLINA HERRERA;1;1;;Texto de muestra para describir el producto;;CAROLINA HERRERA;Disponible;;;;new
199;1;BOLSO CH L3837;BOLSOS;69990;1;69990;1;7,93E+12;CAROLINA HERRERA;1;1;;Texto de muestra para describir el producto;;CAROLINA HERRERA;Disponible;;;;new
200;1;BOLSO HB1933;BOLSOS;65990;1;65990;1;7,93E+12;HUGO BOSS;1;1;;Texto de muestra para describir el producto;;HUGO BOSS;Disponible;;;;new
201;1;BOLSO LS-149AB;BOLSOS;54990;1;54990;1;7,93E+12;LACOSTE;1;1;;Texto de muestra para describir el producto;;LACOSTE;Disponible;;;;new
202;1;BOLSO LUIVICTON CH LS-175AC;BOLSOS;174990;1;174990;1;7,93E+12;LOUIS VUITON;1;1;;Texto de muestra para describir el producto;;LOUIS VUITON;Disponible;;;;new
203;1;CHAQUETA PM REF:1088;CHAQUETAS;89990;1;89990;1;7,93E+12;PUMA;1;1;;Texto de muestra para describir el producto;;PUMA;Disponible;;;;new
204;1;BUSO HL REF: 6140;BUSO;84990;1;84990;1;7,93E+12;HOLLISTER;1;1;;Texto de muestra para describir el producto;;HOLLISTER;Disponible;;;;new
205;1;CARRIEL FX ROCKSTAR REF: LD51 NEGRO;MALETIN;54990;1;54990;1;7,61E+15;FOX;1;1;;Texto de muestra para describir el producto;;FOX;Disponible;;;;new
206;1;RINONERA KLEY REF: RB60K VERDE;RINONERAS;54990;1;54990;1;7,87E+15;OAKLEY;1;1;;Texto de muestra para describir el producto;;OAKLEY;Disponible;;;;new
207;1;BOXER D G MALLA TALLA XL-BLANCO;BOXER;17990;1;17990;1;7.10E+12;DOLCE GABANNA;1;1;;Texto de muestra para describir el producto;;DOLCE GABANNA;Disponible;;;;new
