ID;Active (0/1);Name *;Categories (x,y,z...);Price tax excluded or Price tax included;Tax rules ID;Wholesale price;On sale (0/1);Reference #;Manufacturer;Quantity;Minimal quantity;Visibility;Short description;Description;Tags (x,y,z...);Text when in stock;Text when backorder allowed;Available for order (0 = No, 1 = Yes);Show price (0 = No, 1 = Yes);Condition
12;1;CARRIEL KLEY REF: 24;JEANS;$ 49.990 ;1;$ 49.990 ;1;7,61E+11;OAKLEY;1;1;;Texto de muestra para describir el producto;;OAKLEY;Disponible;;;;NEW
13;1;BUSO PL CH 01 ROJO;JEANS;$ 90.000 ;1;$ 90.000 ;1;7,91E+11;POLO RALPH LAUREN;1;1;;Texto de muestra para describir el producto;;POLO RALPH LAUREN;Disponible;;;;NEW
14;1;JEAN AVALON HOMBRE REF: 1985 TALLA 36;JEANS;$ 89.990 ;1;$ 89.990 ;1;1,00E+12;AVALON;1;1;;Texto de muestra para describir el producto;;AVALON;Disponible;;;;NEW
15;1;JEAN EFECTO X REF: 0056 TALLA: 30;JEANS;$ 89.990 ;1;$ 89.990 ;1;1,00E+12;EFECTO X;1;1;;Texto de muestra para describir el producto;;EFECTO X;Disponible;;;;NEW
16;1;JEAN DS REF 03060 TALLA 32;JEANS;$ 89.990 ;1;$ 89.990 ;1;1,00E+12;DIESEL;1;1;;Texto de muestra para describir el producto;;DIESEL;Disponible;;;;NEW
17;1;JEAN HOMBRE KUARZO 4606 30;JEANS;$ 99.990 ;1;$ 99.990 ;1;1,00E+12;KUARZO;1;1;;Texto de muestra para describir el producto;;KUARZO;Disponible;;;;NEW
18;1;JEAN EDEN S20 TALLA 28;JEANS;$ 99.990 ;1;$ 99.990 ;1;1,00E+12;EDEN;1;1;;Texto de muestra para describir el producto;;EDEN;Disponible;;;;NEW
19;1;JEAN SHLOMI 1127 TALLA 34;JEANS;$ 119.990 ;1;$ 119.990 ;1;1,00E+12;SHLOMI;1;1;;Texto de muestra para describir el producto;;SHLOMI;Disponible;;;;NEW
20;1;MALETIN CAT 17#;MALETIN;$ 154.990 ;1;$ 154.990 ;1;1,60E+12;CAT;1;1;;Texto de muestra para describir el producto;;CAT;Disponible;;;;NEW
21;1;MALETIN U-ARMOUR 003 VERDE;MALETIN;$ 72.990 ;1;$ 72.990 ;1;1,60E+12;UNDER ARMOUR;1;1;;Texto de muestra para describir el producto;;UNDER ARMOUR;Disponible;;;;NEW
22;1;PANTALON L.V.S REF: 73008 COLOR AZUL TALLA 34;PANTALONES;$ 89.990 ;1;$ 89.990 ;1;2,00E+12;LEVIS;1;1;;Texto de muestra para describir el producto;;LEVIS;Disponible;;;;NEW
23;1;PANTALON AYF CAMUFLADO 30;PANTALONES;$ 99.990 ;1;$ 99.990 ;1;2,00E+12;ABERCROMBIE;1;1;;Texto de muestra para describir el producto;;ABERCROMBIE;Disponible;;;;NEW
24;1;BERMUDA BILL 3525 ROJA TALLA 28;BERMUDAS;$ 39.990 ;1;$ 39.990 ;1;3,00E+12;BILLABONG;1;1;;Texto de muestra para describir el producto;;BILLABONG;Disponible;;;;NEW
25;1;BERMUDA QS 3026 ROJA TALLA 28;BERMUDAS;$ 39.990 ;1;$ 39.990 ;1;3,00E+12;QUICKSILVER;1;1;;Texto de muestra para describir el producto;;QUICKSILVER;Disponible;;;;NEW
26;1;BERMUDA BILL REF 6 1 ROJO TALLA 32;BERMUDAS;$ 39.990 ;1;$ 39.990 ;1;3,00E+12;BILLABONG;1;1;;Texto de muestra para describir el producto;;BILLABONG;Disponible;;;;NEW
27;1;BERMUDA AVALON REF 3149 NEGRO 32;BERMUDAS;$ 74.990 ;1;$ 74.990 ;1;3,00E+12;AVALON;1;1;;Texto de muestra para describir el producto;;AVALON;Disponible;;;;NEW
28;1;BERMUDA LOBO 1128 ROJO 30;BERMUDAS;$ 39.990 ;1;$ 39.990 ;1;3,00E+12;FOX;1;1;;Texto de muestra para describir el producto;;FOX;Disponible;;;;NEW
29;1;BERMUDA GOTCHA 2766470 NEGRO S;BERMUDAS;$ 34.990 ;1;$ 34.990 ;1;3,00E+12;GOTCHA;1;1;;Texto de muestra para describir el producto;;GOTCHA;Disponible;;;;NEW
30;1;BERMUDA AD 26261 VERDE L;BERMUDAS;$ 29.990 ;1;$ 29.990 ;1;3,00E+12;ADIDAS;1;1;;Texto de muestra para describir el producto;;ADIDAS;Disponible;;;;NEW
31;1;BERMUDA HURLEY 1326 AZUL OSCURA TALLA 38;BERMUDAS;$ 39.990 ;1;$ 39.990 ;1;3,00E+12;HURLEY;1;1;;Texto de muestra para describir el producto;;HURLEY;Disponible;;;;NEW
32;1;BERMUDA AYF DRIL AZUL 34;BERMUDAS;$ 69.990 ;1;$ 69.990 ;1;3,00E+12;ABERCROMBIE;1;1;;Texto de muestra para describir el producto;;ABERCROMBIE;Disponible;;;;NEW
33;1;BERMUDA BANANA 118 ROJO 30;BERMUDAS;$ 44.990 ;1;$ 44.990 ;1;3,00E+12;BANANA;1;1;;Texto de muestra para describir el producto;;BANANA;Disponible;;;;NEW
34;1;BERMUDA SUPERDRY S1 NARANJA S;BERMUDAS;$ 49.990 ;1;$ 49.990 ;1;3,00E+12;SUPERDRY;1;1;;Texto de muestra para describir el producto;;SUPERDRY;Disponible;;;;NEW
35;1;BERMUDA VOLCOM V7 GRIS 34;BERMUDAS;$ 39.990 ;1;$ 39.990 ;1;3,00E+12;VOLCOM;1;1;;Texto de muestra para describir el producto;;VOLCOM;Disponible;;;;NEW
36;1;BERMUDA A-STARS 244 NEGRA 30;BERMUDAS;$ 39.990 ;1;$ 39.990 ;1;3,00E+12;ALPINESTARS;1;1;;Texto de muestra para describir el producto;;ALPINESTARS;Disponible;;;;NEW
37;1;BERMUDA ZOLO 2111 GRIS 32;BERMUDAS;$ 51.990 ;1;$ 51.990 ;1;3,00E+12;ZOLO JEANS;1;1;;Texto de muestra para describir el producto;;ZOLO JEANS;Disponible;;;;NEW
38;1;BERMUDA KUARZO 4757 TALLA 30;BERMUDAS;$ 94.990 ;1;$ 94.990 ;1;3,00E+12;KUARZO;1;1;;Texto de muestra para describir el producto;;KUARZO;Disponible;;;;NEW
39;1;BERMUDA FUNK GO-200 AMARILLO 30;BERMUDAS;$ 54.990 ;1;$ 54.990 ;1;3,00E+12;NIKE;1;1;;Texto de muestra para describir el producto;;NIKE;Disponible;;;;NEW
40;1;PANTALONETA AD 1887 COLOR NEGRO TALLA 2XL;BERMUDAS;$ 34.990 ;1;$ 34.990 ;1;4,00E+12;ADIDAS;1;1;;Texto de muestra para describir el producto;;ADIDAS;Disponible;;;;NEW
41;1;PANTALONETA PM 8661 NEGRA TALLA XXL;BERMUDAS;$ 39.990 ;1;$ 39.990 ;1;4,00E+12;PUMA;1;1;;Texto de muestra para describir el producto;;PUMA;Disponible;;;;NEW
42;1;SUDADERA AD K1157 AZUL REY XL;SUDADERAS;$ 44.990 ;1;$ 44.990 ;1;4,10E+12;ADIDAS;1;1;;Texto de muestra para describir el producto;;ADIDAS;Disponible;;;;NEW
43;1;SUDADERA CONJUNTO NK F-3368 TALLA L;SUDADERAS;$ 44.990 ;1;$ 44.990 ;1;4,10E+12;NIKE;1;1;;Texto de muestra para describir el producto;;NIKE;Disponible;;;;NEW
44;1;SUDADERA PM 11563 NEGRO M;SUDADERAS;$ 49.990 ;1;$ 49.990 ;1;4,10E+12;PUMA;1;1;;Texto de muestra para describir el producto;;PUMA;Disponible;;;;NEW
45;1;CAMISA USED 119460;CAMISAS;$ 104.500 ;1;$ 104.500 ;1;5,00E+12;USED;1;1;;Texto de muestra para describir el producto;;USED;Disponible;;;;NEW
46;1;CAMISA XTON 2043 BLANCO M;CAMISAS;$ 79.990 ;1;$ 79.990 ;1;5,00E+12;XTON;1;1;;Texto de muestra para describir el producto;;XTON;Disponible;;;;NEW
47;1;CAMISA G-STAR CUADROS 0026 M;CAMISAS;$ 54.990 ;1;$ 54.990 ;1;5,00E+12;G-STAR;1;1;;Texto de muestra para describir el producto;;G-STAR;Disponible;;;;NEW
48;1;CAMISA A Y F CUADROS 001 M;CAMISAS;$ 54.990 ;1;$ 54.990 ;1;5,00E+12;ABERCROMBIE;1;1;;Texto de muestra para describir el producto;;ABERCROMBIE;Disponible;;;;NEW
49;1;CAMISA PL M/L ROJO XL;CAMISAS;$ 54.990 ;1;$ 54.990 ;1;5,00E+12;POLO RALPH LAUREN;1;1;;Texto de muestra para describir el producto;;POLO RALPH LAUREN;Disponible;;;;NEW
50;1;CAMISA LC M/C RAYAS-CUADROS;CAMISAS;$ 49.990 ;1;$ 49.990 ;1;5,08E+12;LACOSTE;1;1;;Texto de muestra para describir el producto;;LACOSTE;Disponible;;;;NEW
51;1;CAMISA HL M/C RAYAS CUADROS;CAMISAS;$ 49.990 ;1;$ 49.990 ;1;5,10E+12;HOLLISTER;1;1;;Texto de muestra para describir el producto;;HOLLISTER;Disponible;;;;NEW
52;1;CAMISA A/X REF: CR012;CAMISAS;$ 29.990 ;1;$ 29.990 ;1;5,11E+12;ARMANI EXCHANGE;1;1;;Texto de muestra para describir el producto;;ARMANI EXCHANGE;Disponible;;;;NEW
53;1;CAMISETA AE DEGRADADO;CAMISETAS;$ 37.990 ;1;$ 37.990 ;1;6,00E+12;AMERICAN EAGLE;1;1;;Texto de muestra para describir el producto;;AMERICAN EAGLE;Disponible;;;;NEW
54;1;CAMISETA AERO LETRAS CAMBIANTES;CAMISETAS;$ 37.990 ;1;$ 37.990 ;1;6,00E+12;AEROPOSTALE;1;1;;Texto de muestra para describir el producto;;AEROPOSTALE;Disponible;;;;NEW
55;1;CAMISETA FOX ESTRELLA ROCKSTAR TALLA S  NEGRA;CAMISETAS;$ 37.990 ;1;$ 37.990 ;1;6,00E+12;FOX;1;1;;Texto de muestra para describir el producto;;FOX;Disponible;;;;NEW
56;1;CAMISETA MFG REF: 0023 TALLA S AZUL OSC.;CAMISETAS;$ 39.990 ;1;$ 39.990 ;1;6,00E+12;GIRBAUD;1;1;;Texto de muestra para describir el producto;;GIRBAUD;Disponible;;;;NEW
57;1;CAMISETA MONSTER REF: 0024 BLANCO TALLA M;CAMISETAS;$ 39.990 ;1;$ 39.990 ;1;6,00E+12;MONSTER;1;1;;Texto de muestra para describir el producto;;MONSTER;Disponible;;;;NEW
58;1;CAMISETA L.V.S REF: 0031 NEGRO TALLA: S;CAMISETAS;$ 37.990 ;1;$ 37.990 ;1;6,00E+12;LEVIS;1;1;;Texto de muestra para describir el producto;;LEVIS;Disponible;;;;NEW
59;1;CAMISETA QS REF: 0034 BLANCO TALLA: S;CAMISETAS;$ 37.990 ;1;$ 37.990 ;1;6,00E+12;QUICKSILVER;1;1;;Texto de muestra para describir el producto;;QUICKSILVER;Disponible;;;;NEW
60;1;CAMISETA H.EX WORLD REF: 0038 GRIS TALLA S;CAMISETAS;$ 54.990 ;1;$ 54.990 ;1;6,00E+12;HEX;1;1;;Texto de muestra para describir el producto;;HEX;Disponible;;;;NEW
61;1;CAMISETA BILL CHICA ESPALDA NEGRO TALLA S;CAMISETAS;$ 37.990 ;1;$ 37.990 ;1;6,00E+12;BILLABONG;1;1;;Texto de muestra para describir el producto;;BILLABONG;Disponible;;;;NEW
62;1;CAMISETA ROCKSTAR ESTRELLA TRASERA BLANCO TALLA XL;CAMISETAS;$ 37.990 ;1;$ 37.990 ;1;6,00E+12;ROCKSTAR;1;1;;Texto de muestra para describir el producto;;ROCKSTAR;Disponible;;;;NEW
63;1;CAMISETA MARTINA 190 AZUL OSC M;CAMISETAS;$ 59.990 ;1;$ 59.990 ;1;6,00E+12;LA MARTINA;1;1;;Texto de muestra para describir el producto;;LA MARTINA;Disponible;;;;NEW
64;1;CAMISETA CHEVI REF: Y002 ROJA TALLA S;CAMISETAS;$ 37.990 ;1;$ 37.990 ;1;6,00E+12;CHEVIGNON;1;1;;Texto de muestra para describir el producto;;CHEVIGNON;Disponible;;;;NEW
65;1;CAMISETA DS REF: Y--003 BLANCO TALLA XL;CAMISETAS;$ 37.990 ;1;$ 37.990 ;1;6,00E+12;DIESEL;1;1;;Texto de muestra para describir el producto;;DIESEL;Disponible;;;;NEW
66;1;CAMISETA CHILLOUT 1922 VERDE LIMON M;CAMISETAS;$ 37.990 ;1;$ 37.990 ;1;6,00E+12;CHILLOUT;1;1;;Texto de muestra para describir el producto;;CHILLOUT;Disponible;;;;NEW
67;1;CAMISETA MARTINA 193 NEGRO L;CAMISETAS;$ 59.990 ;1;$ 59.990 ;1;6,00E+12;LA MARTINA;1;1;;Texto de muestra para describir el producto;;LA MARTINA;Disponible;;;;NEW
68;1;CAMISETA HACKETT BLANCO M;CAMISETAS;$ 59.990 ;1;$ 59.990 ;1;6,00E+12;HACKETT;1;1;;Texto de muestra para describir el producto;;HACKETT;Disponible;;;;NEW
69;1;CAMISETA FERRARI FF118 NEGRO M;CAMISETAS;$ 59.990 ;1;$ 59.990 ;1;6,00E+12;FERRARI;1;1;;Texto de muestra para describir el producto;;FERRARI;Disponible;;;;NEW
70;1;CAMISETA PORSCHE P911 NEGRO M;CAMISETAS;$ 59.990 ;1;$ 59.990 ;1;6,00E+12;PORSCHE;1;1;;Texto de muestra para describir el producto;;PORSCHE;Disponible;;;;NEW
71;1;CAMISETA AYF REF: 6072;CAMISETAS;$ 44.990 ;1;$ 44.990 ;1;6,00E+12;ABERCROMBIE;1;1;;Texto de muestra para describir el producto;;ABERCROMBIE;Disponible;;;;NEW
72;1;CAMISETA TAPOUT BREAK BLANCO XL;CAMISETAS;$ 39.990 ;1;$ 39.990 ;1;6,00E+12;TAPOUT;1;1;;Texto de muestra para describir el producto;;TAPOUT;Disponible;;;;NEW
73;1;CAMISETA TM M012 ROJO TALLA M;CAMISETAS;$ 69.990 ;1;$ 69.990 ;1;6,00E+12;TOMMY HILFIGER;1;1;;Texto de muestra para describir el producto;;TOMMY HILFIGER;Disponible;;;;NEW
74;1;CAMISETA METAL OBSERVATION NEGRO TALLA M;CAMISETAS;$ 39.900 ;1;$ 39.900 ;1;6,00E+12;METAL MULISHA;1;1;;Texto de muestra para describir el producto;;METAL MULISHA;Disponible;;;;NEW
75;1;Camiseta SWAG Ref: Facebook Rojo Talla M;CAMISETAS;$ 39.990 ;1;$ 39.990 ;1;6,00E+12;SWAG;1;1;;Texto de muestra para describir el producto;;SWAG;Disponible;;;;NEW
76;1;CAMISETA KLEY 3010 AZUL OSC S;CAMISETAS;$ 39.990 ;1;$ 39.990 ;1;6,00E+12;OAKLEY;1;1;;Texto de muestra para describir el producto;;OAKLEY;Disponible;;;;NEW
77;1;CAMISETA HL G-72 AZUL REY L;CAMISETAS;$ 39.990 ;1;$ 39.990 ;1;6,00E+12;HOLLISTER;1;1;;Texto de muestra para describir el producto;;HOLLISTER;Disponible;;;;NEW
78;1;CAMISETA OLD NAVI CALIFORNIA BLANCO S;CAMISETAS;$ 37.990 ;1;$ 37.990 ;1;6,00E+12;OLD NAVY;1;1;;Texto de muestra para describir el producto;;OLD NAVY;Disponible;;;;NEW
79;1;CAMISETA CONVERSE BOSTON ROJO S;CAMISETAS;$ 37.990 ;1;$ 37.990 ;1;6,00E+12;CONVERSE;1;1;;Texto de muestra para describir el producto;;CONVERSE;Disponible;;;;NEW
80;1;CAMISETA CONVERSE BOSTON AZUL REY XL;CAMISETAS;$ 37.990 ;1;$ 37.990 ;1;6,00E+12;CONVERSE;1;1;;Texto de muestra para describir el producto;;CONVERSE;Disponible;;;;NEW
81;1;CAMISETA CHEVI LONDON AGUAMARINA TALLA XL;CAMISETAS;$ 39.990 ;1;$ 39.990 ;1;6,00E+12;CHEVIGNON;1;1;;Texto de muestra para describir el producto;;CHEVIGNON;Disponible;;;;NEW
82;1;CAMISETA BANDA MARINE AZUL REY S;CAMISETAS;$ 54.990 ;1;$ 54.990 ;1;6,00E+12;TECHNOMARINE;1;1;;Texto de muestra para describir el producto;;TECHNOMARINE;Disponible;;;;NEW
83;1;CAMIBUSO MARINE BLANCO L;BUSO;$ 59.990 ;1;$ 59.990 ;1;6,00E+12;TECHNOMARINE;1;1;;Texto de muestra para describir el producto;;TECHNOMARINE;Disponible;;;;NEW
84;1;CAMISETA MADNESS LIMITS NEGRO L;CAMISETAS;$ 39.990 ;1;$ 39.990 ;1;6,00E+12;MADNESS;1;1;;Texto de muestra para describir el producto;;MADNESS;Disponible;;;;NEW
85;1;CAMISETA TM 1229 VERDE XXL;CAMISETAS;$ 59.990 ;1;$ 59.990 ;1;6,00E+12;TOMMY HILFIGER;1;1;;Texto de muestra para describir el producto;;TOMMY HILFIGER;Disponible;;;;NEW
86;1;CAMISETA AERO 805 GRIS L;CAMISETAS;$ 59.990 ;1;$ 59.990 ;1;6,00E+12;AEROPOSTALE;1;1;;Texto de muestra para describir el producto;;AEROPOSTALE;Disponible;;;;NEW
87;1;CAMISETA PORSCHE P988 BLANCO TALLA M;CAMISETAS;$ 59.990 ;1;$ 59.990 ;1;6,00E+12;PORSCHE;1;1;;Texto de muestra para describir el producto;;PORSCHE;Disponible;;;;NEW
88;1;CAMISETA BMW M3 NEGRO TALLA M;CAMISETAS;$ 59.990 ;1;$ 59.990 ;1;6,00E+12;BMW;1;1;;Texto de muestra para describir el producto;;BMW;Disponible;;;;NEW
89;1;CAMISETA AD 111 FUCSIA L;CAMISETAS;$ 37.990 ;1;$ 37.990 ;1;6,00E+12;ADIDAS;1;1;;Texto de muestra para describir el producto;;ADIDAS;Disponible;;;;NEW
90;1;CAMISETA GLOTT 0038 BLANCO M;CAMISETAS;$ 41.990 ;1;$ 41.990 ;1;6,00E+12;GLOTT;1;1;;Texto de muestra para describir el producto;;GLOTT;Disponible;;;;NEW
91;1;CAMISETA KLEY CHAOS ROJO S;CAMISETAS;$ 39.990 ;1;$ 39.990 ;1;6,00E+12;OAKLEY;1;1;;Texto de muestra para describir el producto;;OAKLEY;Disponible;;;;NEW
92;1;CAMIBUSO DS RAYADO BLANCO XL;BUSO;$ 39.990 ;1;$ 39.990 ;1;6,00E+12;DIESEL;1;1;;Texto de muestra para describir el producto;;DIESEL;Disponible;;;;NEW
93;1;CAMISETA TM CRUZ BLANCO L;CAMISETAS;$ 59.990 ;1;$ 59.990 ;1;6,00E+12;TOMMY HILFIGER;1;1;;Texto de muestra para describir el producto;;TOMMY HILFIGER;Disponible;;;;NEW
94;1;CAMISETA GAP COMPUTERS GAZUL OSC M;CAMISETAS;$ 37.990 ;1;$ 37.990 ;1;6,00E+12;GAP;1;1;;Texto de muestra para describir el producto;;GAP;Disponible;;;;NEW
95;1;CAMISETA SUPERDRY 8812 ROJO;CAMISETAS;$ 44.990 ;1;$ 44.990 ;1;6,00E+12;SUPERDRY;1;1;;Texto de muestra para describir el producto;;SUPERDRY;Disponible;;;;NEW
96;1;CAMISETA CIRKUS EVERYONE WANTS TO LOOK GOOD BLANCO M;CAMISETAS;$ 47.990 ;1;$ 47.990 ;1;6,00E+12;CIRKUS;1;1;;Texto de muestra para describir el producto;;CIRKUS;Disponible;;;;NEW
97;1;CAMISETA CIRKUS COOL BLANCO L;CAMISETAS;$ 47.990 ;1;$ 47.990 ;1;6,00E+12;CIRKUS;1;1;;Texto de muestra para describir el producto;;CIRKUS;Disponible;;;;NEW
98;1;CAMISETA BUFEO AZUL CLARO M;CAMISETAS;$ 39.990 ;1;$ 39.990 ;1;6,00E+12;BUFEO;1;1;;Texto de muestra para describir el producto;;BUFEO;Disponible;;;;NEW
99;1;CAMISETA TAPOUT CULEBRAS BLANCO S;CAMISETAS;$ 44.990 ;1;$ 44.990 ;1;6,00E+12;TAPOUT;1;1;;Texto de muestra para describir el producto;;TAPOUT;Disponible;;;;NEW
100;1;CAMISETA GS 4016 ROJO M;CAMISETAS;$ 34.990 ;1;$ 34.990 ;1;6,00E+12;GUESS;1;1;;Texto de muestra para describir el producto;;GUESS;Disponible;;;;NEW
101;1;CAMISETA NC ENGL BLANCA S;CAMISETAS;$ 59.990 ;1;$ 59.990 ;1;6,00E+12;NAUTICA;1;1;;Texto de muestra para describir el producto;;NAUTICA;Disponible;;;;NEW
102;1;CAMISETA PS 901525 AMARILLA L;CAMISETAS;$ 59.990 ;1;$ 59.990 ;1;6,00E+12;PORSCHE;1;1;;Texto de muestra para describir el producto;;PORSCHE;Disponible;;;;NEW
103;1;CAMISETA XZVI 0514 BLANCA L;CAMISETAS;$ 44.990 ;1;$ 44.990 ;1;6,00E+12;XZAVIER;1;1;;Texto de muestra para describir el producto;;XZAVIER;Disponible;;;;NEW
104;1;CAMISETA EK RINO VINOTINTO L;CAMISETAS;$ 44.990 ;1;$ 44.990 ;1;6,00E+12;ECKO;1;1;;Texto de muestra para describir el producto;;ECKO;Disponible;;;;NEW
105;1;CAMIBUSO DS REAL NEGRO S;BUSO;$ 39.990 ;1;$ 39.990 ;1;6,00E+12;DIESEL;1;1;;Texto de muestra para describir el producto;;DIESEL;Disponible;;;;NEW
106;1;CAMISETA KONFLICT 0326 NEGRO M;CAMISETAS;$ 44.990 ;1;$ 44.990 ;1;6,00E+12;KONFLICT;1;1;;Texto de muestra para describir el producto;;KONFLICT;Disponible;;;;NEW
107;1;CAMISETA MARINE 1112 ROSADO S;CAMISETAS;$ 59.990 ;1;$ 59.990 ;1;6,00E+12;LA MARTINA;1;1;;Texto de muestra para describir el producto;;LA MARTINA;Disponible;;;;NEW
108;1;CAMISETA LCS 1113 AZUL CLARO L;CAMISETAS;$ 59.990 ;1;$ 59.990 ;1;6,00E+12;LE COQ;1;1;;Texto de muestra para describir el producto;;LE COQ;Disponible;;;;NEW
109;1;CAMISETA U- ARMOUR SPORT FIT  BLANCO XXL;CAMISETAS;$ 34.990 ;1;$ 34.990 ;1;6,00E+12;UNDER ARMOUR;1;1;;Texto de muestra para describir el producto;;UNDER ARMOUR;Disponible;;;;NEW
110;1;CAMISETA AD BANDA NEGRA S;CAMISETAS;$ 51.990 ;1;$ 51.990 ;1;6,00E+12;ADIDAS;1;1;;Texto de muestra para describir el producto;;ADIDAS;Disponible;;;;NEW
111;1;CAMISETA VC 16 VERDE M;CAMISETAS;$ 34.990 ;1;$ 34.990 ;1;6,00E+12;VOLCOM;1;1;;Texto de muestra para describir el producto;;VOLCOM;Disponible;;;;NEW
112;1;CAMISETA BULZEYE CALAVERA-PIEDRAS;CAMISETAS;$ 19.990 ;1;$ 19.990 ;1;6,82E+12;BULZEYE;1;1;;Texto de muestra para describir el producto;;BULZEYE;Disponible;;;;NEW
113;1;CAMISETA GIRBAUD ESTAM.;CAMISETAS;$ 37.990 ;1;$ 37.990 ;1;6,98E+12;GIRBAUD;1;1;;Texto de muestra para describir el producto;;GIRBAUD;Disponible;;;;NEW
114;1;BRAZERA OAKLEY 1712 AZUL;ACCESORIOS;$ 24.990 ;1;$ 24.990 ;1;7,05E+12;OAKLEY;1;1;;Texto de muestra para describir el producto;;OAKLEY;Disponible;;;;NEW
115;1;BOXER TO TRICOLOR TALLA XL;BOXER;$ 19.990 ;1;$ 19.990 ;1;7,10E+12;TOMMY HILFIGER;1;1;;Texto de muestra para describir el producto;;TOMMY HILFIGER;Disponible;;;;NEW
116;1;BOXER EA CLASICO TALLA L-BLANCO;BOXER;$ 19.990 ;1;$ 19.990 ;1;7,10E+12;EMPORIO ARMANI;1;1;;Texto de muestra para describir el producto;;EMPORIO ARMANI;Disponible;;;;NEW
117;1;BOXER EA BLANCO RAYA NEGRA S;BOXER;$ 21.990 ;1;$ 21.990 ;1;7,10E+12;EMPORIO ARMANI;1;1;;Texto de muestra para describir el producto;;EMPORIO ARMANI;Disponible;;;;NEW
118;1;BOXER CK RAYAS NEGRO-GRIS S;BOXER;$ 21.990 ;1;$ 21.990 ;1;7,10E+12;CALVIN KLEIN;1;1;;Texto de muestra para describir el producto;;CALVIN KLEIN;Disponible;;;;NEW
119;1;BOXER CK BANDA VARIADA BLANCO TALLA S;BOXER;$ 19.990 ;1;$ 19.990 ;1;7,10E+12;CALVIN KLEIN;1;1;;Texto de muestra para describir el producto;;CALVIN KLEIN;Disponible;;;;NEW
120;1;BOXER TM RAYAS BLANCO VERDE M;BOXER;$ 21.990 ;1;$ 21.990 ;1;7,10E+12;TOMMY HILFIGER;1;1;;Texto de muestra para describir el producto;;TOMMY HILFIGER;Disponible;;;;NEW
121;1;BOXER KLEY RAYAS FONDO NEGRO AZULES XL;BOXER;$ 21.990 ;1;$ 21.990 ;1;7,10E+12;OAKLEY;1;1;;Texto de muestra para describir el producto;;OAKLEY;Disponible;;;;NEW
122;1;BOXER VRS CLASICO NEGRO TALLA M;BOXER;$ 19.990 ;1;$ 19.990 ;1;7,10E+12;VERSACE;1;1;;Texto de muestra para describir el producto;;VERSACE;Disponible;;;;NEW
123;1;BOXER COCTEL VARIOS;BOXER;$ 16.990 ;1;$ 16.990 ;1;7,10E+12;COCTEL;1;1;;Texto de muestra para describir el producto;;COCTEL;Disponible;;;;NEW
124;1;BOXER UNICO NEGRO RAYAS COLORES TALLA S;BOXER;$ 17.990 ;1;$ 17.990 ;1;7,10E+12;UNICO;1;1;;Texto de muestra para describir el producto;;UNICO;Disponible;;;;NEW
125;1;BOXER D G;BOXER;$ 17.990 ;1;$ 17.990 ;1;7,32E+12;DOLCE GABANNA;1;1;;Texto de muestra para describir el producto;;DOLCE GABANNA;Disponible;;;;NEW
