ID;Active (0/1);Name *;Categories (x,y,z...);Price tax excluded or Price tax included;Tax rules ID;Wholesale price;On sale (0/1);Reference #;Manufacturer;Quantity;Minimal quantity;Visibility;Short description;Description;Tags (x,y,z...);Meta title;Meta keywords;Meta description;Text when in stock;Text when backorder allowed;Available for order (0 = No, 1 = Yes);Show price (0 = No, 1 = Yes);Condition
163;1;BOLSO LC REF: 6231;BOLSOS;$ 49.990 ;1;$ 49.990 ;1;7,8161E+12;LACOSTE;1;1;;;;LACOSTE;;;;Disponible;;;;Nuevo
164;1;CHAQUETA NK 028;CHAQUETAS;$ 89.990 ;1;$ 89.990 ;1;7,822E+12;NIKE;1;1;;;;NIKE;;;;Disponible;;;;Nuevo
165;1;CHAQUETA EA 035 NEGRA TALLA XXL;CHAQUETAS;$ 64.990 ;1;$ 64.990 ;1;7,822E+12;EMPORIO ARMANI;1;1;;;;EMPORIO ARMANI;;;;Disponible;;;;Nuevo
166;1;CHAQUETA AD REF T103 GRIS TALLA XXL;CHAQUETAS;$ 89.990 ;1;$ 89.990 ;1;7,822E+12;ADIDAS;1;1;;;;ADIDAS;;;;Disponible;;;;Nuevo
167;1;CHAQUETA CK QF-5018 NEGRA M;CHAQUETAS;$ 89.990 ;1;$ 89.990 ;1;7,822E+12;CALVIN KLEIN;1;1;;;;CALVIN KLEIN;;;;Disponible;;;;Nuevo
168;1;CHAQUETA G-STAR 2018 NEGRO TALLA L;CHAQUETAS;$ 114.990 ;1;$ 114.990 ;1;7,82201E+12;G-STAR;1;1;;;;G-STAR;;;;Disponible;;;;Nuevo
169;1;CHAQUETA WOLAIER 1257 NEGRA L;CHAQUETAS;$ 149.990 ;1;$ 149.990 ;1;7,82201E+12;WOLAIER;1;1;;;;WOLAIER;;;;Disponible;;;;Nuevo
170;1;BUSO KP SUDAFRICA 031;BUSO;$ 39.990 ;1;$ 39.990 ;1;7,8341E+12;KAPPA;1;1;;;;KAPPA;;;;Disponible;;;;Nuevo
171;1;CHAQUETA DUHAN YAMAHA;CHAQUETAS;$ 299.990 ;1;$ 299.990 ;1;7,8391E+12;YAMAHA;1;1;;;;YAMAHA;;;;Disponible;;;;Nuevo
172;1;CARRIEL MB REF:98801-2;MALETIN;$ 95.000 ;1;$ 95.000 ;1;7,86458E+12;MONT BLANC;1;1;;;;MONT BLANC;;;;Disponible;;;;Nuevo
173;1;RIÑONERA NK REF: 201;RIÑONERAS;$ 26.990 ;1;$ 26.990 ;1;7,86711E+12;NIKE;1;1;;;;NIKE;;;;Disponible;;;;Nuevo
174;1;RINONERA VIROX REF: 8262 NEGRO;RIÑONERAS;$ 29.990 ;1;$ 29.990 ;1;7,868E+12;VIROX;1;1;;;;VIROX;;;;Disponible;;;;Nuevo
175;1;RINONERA CAT REF: 87506 GRIS;RIÑONERAS;$ 64.990 ;1;$ 64.990 ;1;7,868E+12;CAT;1;1;;;;CAT;;;;Disponible;;;;Nuevo
176;1;RINONERA SWISS-A REF: 2458;RIÑONERAS;$ 54.990 ;1;$ 54.990 ;1;7,868E+12;SWISSARMY;1;1;;;;SWISSARMY;;;;Disponible;;;;Nuevo
177;1;RINONERA KLEY REF 838;RIÑONERAS;$ 44.990 ;1;$ 44.990 ;1;7,868E+12;OAKLEY;1;1;;;;OAKLEY;;;;Disponible;;;;Nuevo
178;1;RINONERA U-ARMOUR 001 NEGRO;RIÑONERAS;$ 47.990 ;1;$ 47.990 ;1;7,86801E+12;UNDER ARMOUR;1;1;;;;UNDER ARMOUR;;;;Disponible;;;;Nuevo
179;1;RINONERA VIROX 16478 VERDE;RIÑONERAS;$ 37.990 ;1;$ 37.990 ;1;7,86801E+12;VIROX;1;1;;;;VIROX;;;;Disponible;;;;Nuevo
180;1;RIÑONERA AD REF:207;RIÑONERAS;$ 24.990 ;1;$ 24.990 ;1;7,87011E+12;ADIDAS;1;1;;;;ADIDAS;;;;Disponible;;;;Nuevo
181;1;MANOS LIBRES CAT REF: 01;MALETIN;$ 55.000 ;1;$ 55.000 ;1;7,87758E+12;CAT;1;1;;;;CAT;;;;Disponible;;;;Nuevo
182;1;BUSO EA J-01NG NEGRO TALLA M;BUSO;$ 61.990 ;1;$ 61.990 ;1;7,906E+12;EMPORIO ARMANI;1;1;;;;EMPORIO ARMANI;;;;Disponible;;;;Nuevo
183;1;BUSO LAMBORGHINI L601 NEGRO TALLA M;BUSO;$ 89.990 ;1;$ 89.990 ;1;7,906E+12;LAMBORGHINI;1;1;;;;LAMBORGHINI;;;;Disponible;;;;Nuevo
184;1;BUSO LAMBORGHINI L601 NEGRO TALLA XL;BUSO;$ 89.990 ;1;$ 89.990 ;1;7,906E+12;LAMBORGHINI;1;1;;;;LAMBORGHINI;;;;Disponible;;;;Nuevo
185;1;BUSO A F REF 6147 AMARILLO TALLA L;BUSO;$ 84.990 ;1;$ 84.990 ;1;7,906E+12;ABERCROMBIE;1;1;;;;ABERCROMBIE;;;;Disponible;;;;Nuevo
186;1;BUSO PL FR002 AZUL OSC TALLA XXL;BUSO;$ 89.990 ;1;$ 89.990 ;1;7,906E+12;POLO RALPH LAUREN;1;1;;;;POLO RALPH LAUREN;;;;Disponible;;;;Nuevo
187;1;BUSO KLEY REF: JDP-1551 GRIS TALLA L;BUSO;$ 68.000 ;1;$ 68.000 ;1;7,906E+12;OAKLEY;1;1;;;;OAKLEY;;;;Disponible;;;;Nuevo
188;1;BUSO G-STAR 028 BLANCO TALLA  XXL;BUSO;$ 89.990 ;1;$ 89.990 ;1;7,906E+12;G-STAR;1;1;;;;G-STAR;;;;Disponible;;;;Nuevo
189;1;BUSO FX CH001 VERDE XL;BUSO;$ 79.990 ;1;$ 79.990 ;1;7,906E+12;FOX;1;1;;;;FOX;;;;Disponible;;;;Nuevo
190;1;BUSO REAL 1010 S;BUSO;$ 144.990 ;1;$ 144.990 ;1;7,906E+12;REAL;1;1;;;;REAL;;;;Disponible;;;;Nuevo
191;1;CARRIEL SWISS-A REF:221;MALETIN;$ 51.990 ;1;$ 51.990 ;1;7,926E+12;SWISSARMY;1;1;;;;SWISSARMY;;;;Disponible;;;;Nuevo
192;1;BOLSO SWISS-A REF: 204;BOLSOS;$ 79.990 ;1;$ 79.990 ;1;7,926E+12;SWISSARMY;1;1;;;;SWISSARMY;;;;Disponible;;;;Nuevo
193;1;BOLSO MB REF: 096 CAFEE;BOLSOS;$ 39.990 ;1;$ 39.990 ;1;7,926E+12;MONT BLANC;1;1;;;;MONT BLANC;;;;Disponible;;;;Nuevo
194;1;BOLSO FX ESTAM. REF: 642;BOLSOS;$ 44.990 ;1;$ 44.990 ;1;7,926E+12;FOX;1;1;;;;FOX;;;;Disponible;;;;Nuevo
195;1;BOLSO DEPORTIVO NK REF 8690 VERDE;BOLSOS;$ 26.990 ;1;$ 26.990 ;1;7,926E+12;NIKE;1;1;;;;NIKE;;;;Disponible;;;;Nuevo
196;1;BOLSO DEPORTIVO AD REF 8335 AZUL OSC;BOLSOS;$ 26.990 ;1;$ 26.990 ;1;7,926E+12;ADIDAS;1;1;;;;ADIDAS;;;;Disponible;;;;Nuevo
197;1;BOLSO CH LCH-01;BOLSOS;$ 49.990 ;1;$ 49.990 ;1;7,926E+12;CAROLINA HERRERA;1;1;;;;CAROLINA HERRERA;;;;Disponible;;;;Nuevo
198;1;BOLSO CH LG-104;BOLSOS;$ 69.990 ;1;$ 69.990 ;1;7,92601E+12;CAROLINA HERRERA;1;1;;;;CAROLINA HERRERA;;;;Disponible;;;;Nuevo
199;1;BOLSO CH L3837;BOLSOS;$ 69.990 ;1;$ 69.990 ;1;7,92601E+12;CAROLINA HERRERA;1;1;;;;CAROLINA HERRERA;;;;Disponible;;;;Nuevo
200;1;BOLSO HB1933;BOLSOS;$ 65.990 ;1;$ 65.990 ;1;7,92601E+12;HUGO BOSS;1;1;;;;HUGO BOSS;;;;Disponible;;;;Nuevo
201;1;BOLSO LS-149AB;BOLSOS;$ 54.990 ;1;$ 54.990 ;1;7,92601E+12;LACOSTE;1;1;;;;LACOSTE;;;;Disponible;;;;Nuevo
202;1;BOLSO LUIVICTON CH LS-175AC;BOLSOS;$ 174.990 ;1;$ 174.990 ;1;7,92601E+12;LOUIS VUITON;1;1;;;;LOUIS VUITON;;;;Disponible;;;;Nuevo
203;1;CHAQUETA PM REF:1088;CHAQUETAS;$ 89.990 ;1;$ 89.990 ;1;7,9291E+12;PUMA;1;1;;;;PUMA;;;;Disponible;;;;Nuevo
204;1;BUSO HL REF: 6140;BUSO;$ 84.990 ;1;$ 84.990 ;1;7,9341E+12;HOLLISTER;1;1;;;;HOLLISTER;;;;Disponible;;;;Nuevo
205;1;CARRIEL FX ROCKSTAR REF: LD51 NEGRO;MALETIN;$ 54.990 ;1;$ 54.990 ;1;7,614E+15;FOX;1;1;;;;FOX;;;;Disponible;;;;Nuevo
206;1;RINONERA KLEY REF: RB60K VERDE;RIÑONERAS;$ 54.990 ;1;$ 54.990 ;1;7,868E+15;OAKLEY;1;1;;;;OAKLEY;;;;Disponible;;;;Nuevo
207;1;BOXER D G MALLA TALLA XL-BLANCO;BOXER;$ 17.990 ;1;$ 17.990 ;1;7.10E+12;DOLCE GABANNA;1;1;;;;DOLCE GABANNA;;;;Disponible;;;;Nuevo
